food_id,state,food_class,food_name,portion_size_g,calories,protein_g,carbs_g,fat_g,is_veg,cooking_method,image_path
7057,Tamil Nadu,dosa,masala_dosa,236,402.21,9.44,73.62,13.17,veg,fried,images/masala_dosa_7057.jpg
7059,West Bengal,sweet,rasgulla,170,289.23,7.33,60.77,3.6,veg,syrup,images/rasgulla_7059.jpg
7060,Punjab,curry,butter_chicken,166,371.14,24.25,10.67,30.44,nonveg,gravy,images/butter_chicken_7060.jpg
7061,Punjab,curry,butter_chicken,287,724.42,43.92,16.83,48.53,nonveg,gravy,images/butter_chicken_7061.jpg
7063,Tamil Nadu,dosa,masala_dosa,162,289.5,6.01,45.8,8.96,veg,fried,images/masala_dosa_7063.jpg
7064,Maharashtra,snack,samosa,131,320.45,6.06,40.18,17.01,veg,fried,images/samosa_7064.jpg
7065,Maharashtra,snack,samosa,79,195.39,4.1,23.03,10.49,veg,fried,images/samosa_7065.jpg
7066,Maharashtra,snack,samosa,78,188.43,3.9,22.45,10.68,veg,fried,images/samosa_7066.jpg
7067,West Bengal,sweet,rasgulla,50,92.7,1.91,17.04,0.93,veg,syrup,images/rasgulla_7067.jpg
7068,Maharashtra,snack,samosa,124,302.08,6.22,35.65,16.41,veg,fried,images/samosa_7068.jpg
7069,West Bengal,sweet,rasgulla,65,110.35,2.57,23.3,1.29,veg,syrup,images/rasgulla_7069.jpg
7070,Tamil Nadu,idli,idli,158,185.85,4.42,34.57,1.48,veg,steamed,images/idli_7070.jpg
7071,West Bengal,sweet,rasgulla,177,314.71,7.37,61.41,3.76,veg,syrup,images/rasgulla_7071.jpg
7072,West Bengal,sweet,rasgulla,65,110.76,2.69,23.19,1.26,veg,syrup,images/rasgulla_7072.jpg
7073,Punjab,curry,butter_chicken,227,575.76,35.26,14.42,43.14,nonveg,gravy,images/butter_chicken_7073.jpg
7074,Tamil Nadu,idli,idli,166,188.86,5.12,34.54,1.78,veg,steamed,images/idli_7074.jpg
7075,Tamil Nadu,dosa,masala_dosa,127,231.17,5.39,39.15,7.58,veg,fried,images/masala_dosa_7075.jpg
7076,Maharashtra,snack,samosa,145,363.67,7.49,43.51,19.08,veg,fried,images/samosa_7076.jpg
7077,West Bengal,sweet,rasgulla,58,108.7,2.27,21.13,1.1,veg,syrup,images/rasgulla_7077.jpg
7078,Punjab,curry,paneer_butter_masala,217,455.27,17.43,21.33,38.57,veg,gravy,images/paneer_butter_masala_7078.jpg
7079,Punjab,curry,paneer_butter_masala,224,515.24,19.29,21.82,42.98,veg,gravy,images/paneer_butter_masala_7079.jpg
7080,Punjab,curry,butter_chicken,282,680.1,39.34,16.33,47.76,nonveg,gravy,images/butter_chicken_7080.jpg
7081,Tamil Nadu,dosa,masala_dosa,250,423.31,9.7,75.9,14.44,veg,fried,images/masala_dosa_7081.jpg
7082,Tamil Nadu,idli,idli,182,196.41,5.88,37.16,1.88,veg,steamed,images/idli_7082.jpg
7083,Punjab,curry,butter_chicken,241,550.04,33.31,14.39,40.85,nonveg,gravy,images/butter_chicken_7083.jpg
7084,Punjab,curry,paneer_butter_masala,179,402.63,13.26,16.54,32.79,veg,gravy,images/paneer_butter_masala_7084.jpg
7085,West Bengal,sweet,rasgulla,125,216.38,4.66,46.02,2.47,veg,syrup,images/rasgulla_7085.jpg
7086,Punjab,curry,butter_chicken,260,671.85,39.91,14.58,46.76,nonveg,gravy,images/butter_chicken_7086.jpg
7087,West Bengal,sweet,rasgulla,115,194.67,4.66,40.54,2.16,veg,syrup,images/rasgulla_7087.jpg
7089,West Bengal,sweet,rasgulla,187,358.72,7.95,65.15,3.77,veg,syrup,images/rasgulla_7089.jpg
7090,Maharashtra,snack,samosa,146,356.82,7.56,46.49,18.92,veg,fried,images/samosa_7090.jpg
7091,Maharashtra,snack,samosa,103,285.44,4.98,30.28,14.26,veg,fried,images/samosa_7091.jpg
7092,Odisha,dal,dalma,199,243.64,9.49,34.56,5.91,veg,boiled,images/dalma_7092.jpg
7094,Punjab,curry,paneer_butter_masala,271,603.96,20.95,26.31,49.86,veg,gravy,images/paneer_butter_masala_7094.jpg
7095,Odisha,dal,dalma,174,204.33,8.24,31.71,5.07,veg,boiled,images/dalma_7095.jpg
7097,Odisha,rice,pakhala,252,234.53,5.34,47.43,1.18,veg,fermented,images/pakhala_7097.jpg
7099,West Bengal,sweet,rasgulla,101,195.09,4.32,37.77,2.14,veg,syrup,images/rasgulla_7099.jpg
7100,West Bengal,sweet,rasgulla,184,326.49,7.14,62.98,3.7,veg,syrup,images/rasgulla_7100.jpg
7101,Odisha,sweet,chhena_poda,176,540.08,15.2,70.28,22.54,veg,baked,images/chhena_poda_7101.jpg
7102,Maharashtra,snack,samosa,68,173.13,3.48,18.89,9.35,veg,fried,images/samosa_7102.jpg
7103,West Bengal,sweet,rasgulla,127,226.05,4.93,47.28,2.38,veg,syrup,images/rasgulla_7103.jpg
7104,West Bengal,sweet,rasgulla,132,236.8,5.02,43.88,2.73,veg,syrup,images/rasgulla_7104.jpg
7105,Punjab,curry,paneer_butter_masala,172,388.74,12.73,16.49,33.24,veg,gravy,images/paneer_butter_masala_7105.jpg
7106,Punjab,curry,butter_chicken,157,384.82,24.77,9.29,29.95,nonveg,gravy,images/butter_chicken_7106.jpg
7107,Tamil Nadu,idli,idli,136,140.45,3.8,31.21,1.37,veg,steamed,images/idli_7107.jpg
7109,Maharashtra,snack,samosa,100,253.11,4.62,29.98,14.3,veg,fried,images/samosa_7109.jpg
7110,Maharashtra,snack,samosa,86,219.56,4.54,26.97,11.12,veg,fried,images/samosa_7110.jpg
7111,West Bengal,sweet,rasgulla,128,238.58,4.99,42.82,2.58,veg,syrup,images/rasgulla_7111.jpg
7113,Maharashtra,snack,samosa,92,247.4,4.5,29.68,12.89,veg,fried,images/samosa_7113.jpg
7115,Odisha,sweet,chhena_poda,110,374.46,9.17,42.47,13.89,veg,baked,images/chhena_poda_7115.jpg
7116,Punjab,curry,butter_chicken,226,536.41,35.46,14.03,41.13,nonveg,gravy,images/butter_chicken_7116.jpg
7117,West Bengal,sweet,rasgulla,179,322.33,7.02,63.19,3.54,veg,syrup,images/rasgulla_7117.jpg
7118,Tamil Nadu,dosa,masala_dosa,202,363.98,7.5,56.05,11.33,veg,fried,images/masala_dosa_7118.jpg
7119,West Bengal,sweet,rasgulla,125,221.03,4.89,41.49,2.41,veg,syrup,images/rasgulla_7119.jpg
7120,Punjab,curry,paneer_butter_masala,298,690.97,23.82,29.26,50.56,veg,gravy,images/paneer_butter_masala_7120.jpg
7121,Telangana,biryani,chicken_biryani,325,588.52,22.52,77.54,25.17,nonveg,fried,images/chicken_biryani_7121.jpg
7123,West Bengal,sweet,rasgulla,194,348.91,8.34,64.18,3.98,veg,syrup,images/rasgulla_7123.jpg
7124,Tamil Nadu,dosa,masala_dosa,126,211.49,5.12,38.68,7.65,veg,fried,images/masala_dosa_7124.jpg
7126,Odisha,dal,dalma,162,193.89,7.96,27.33,4.97,veg,boiled,images/dalma_7126.jpg
7127,Maharashtra,snack,samosa,128,348.08,6.81,39.57,18.17,veg,fried,images/samosa_7127.jpg
7128,West Bengal,sweet,rasgulla,62,112.42,2.49,23.01,1.23,veg,syrup,images/rasgulla_7128.jpg
7129,Tamil Nadu,idli,idli,110,111.5,3.13,24.28,1.15,veg,steamed,images/idli_7129.jpg
7130,Odisha,dal,dalma,149,182.59,7.7,26.1,4.8,veg,boiled,images/dalma_7130.jpg
7131,Odisha,dal,dalma,248,286.26,11.81,43.93,7.73,veg,boiled,images/dalma_7131.jpg
7133,Odisha,rice,pakhala,202,187.41,4.06,40.96,0.94,veg,fermented,images/pakhala_7133.jpg
7134,Maharashtra,snack,samosa,87,243.47,4.61,27.69,12.11,veg,fried,images/samosa_7134.jpg
7136,Maharashtra,snack,samosa,50,137.74,2.7,15.85,6.87,veg,fried,images/samosa_7136.jpg
7137,Odisha,rice,pakhala,161,136.89,3.11,31.17,0.83,veg,fermented,images/pakhala_7137.jpg
7138,Punjab,curry,paneer_butter_masala,150,350.29,12.37,15.91,25.49,veg,gravy,images/paneer_butter_masala_7138.jpg
7139,West Bengal,sweet,rasgulla,176,329.54,6.54,60.01,3.68,veg,syrup,images/rasgulla_7139.jpg
7140,Tamil Nadu,idli,idli,157,185.29,4.93,34.95,1.49,veg,steamed,images/idli_7140.jpg
7141,Punjab,curry,butter_chicken,155,356.0,24.72,8.91,27.97,nonveg,gravy,images/butter_chicken_7141.jpg
7142,West Bengal,sweet,rasgulla,90,152.73,3.36,32.59,1.66,veg,syrup,images/rasgulla_7142.jpg
7143,Odisha,dal,dalma,217,265.64,11.47,36.1,6.21,veg,boiled,images/dalma_7143.jpg
7144,Punjab,curry,paneer_butter_masala,282,624.96,21.88,30.43,48.47,veg,gravy,images/paneer_butter_masala_7144.jpg
7145,Tamil Nadu,idli,idli,171,200.45,4.9,40.03,1.74,veg,steamed,images/idli_7145.jpg
7146,Maharashtra,snack,samosa,119,299.39,6.23,34.52,16.36,veg,fried,images/samosa_7146.jpg
7147,Maharashtra,snack,samosa,99,249.93,5.21,30.21,14.54,veg,fried,images/samosa_7147.jpg
7148,Punjab,curry,paneer_butter_masala,154,323.1,12.1,15.42,27.98,veg,gravy,images/paneer_butter_masala_7148.jpg
7149,Tamil Nadu,dosa,masala_dosa,145,235.4,6.15,43.5,9.28,veg,fried,images/masala_dosa_7149.jpg
7150,Tamil Nadu,idli,idli,119,135.62,3.3,28.21,1.17,veg,steamed,images/idli_7150.jpg
7151,West Bengal,sweet,rasgulla,102,177.32,4.3,37.61,1.97,veg,syrup,images/rasgulla_7151.jpg
7152,Maharashtra,snack,samosa,88,222.18,4.4,26.64,13.16,veg,fried,images/samosa_7152.jpg
7154,Punjab,curry,paneer_butter_masala,244,547.01,19.43,23.56,41.74,veg,gravy,images/paneer_butter_masala_7154.jpg
7155,Telangana,biryani,chicken_biryani,331,620.16,22.03,83.71,25.56,nonveg,fried,images/chicken_biryani_7155.jpg
7156,Maharashtra,snack,samosa,118,318.4,5.54,35.53,15.84,veg,fried,images/samosa_7156.jpg
7157,Tamil Nadu,idli,idli,89,92.62,2.88,18.63,0.82,veg,steamed,images/idli_7157.jpg
7158,Maharashtra,snack,samosa,145,374.38,7.44,42.37,21.85,veg,fried,images/samosa_7158.jpg
7159,Odisha,sweet,chhena_poda,54,164.99,4.33,21.17,6.07,veg,baked,images/chhena_poda_7159.jpg
7161,West Bengal,sweet,rasgulla,92,170.06,3.75,29.79,1.82,veg,syrup,images/rasgulla_7161.jpg
7162,West Bengal,sweet,rasgulla,132,220.24,5.15,48.74,2.79,veg,syrup,images/rasgulla_7162.jpg
7163,West Bengal,sweet,rasgulla,90,165.0,3.85,33.61,1.71,veg,syrup,images/rasgulla_7163.jpg
7164,Telangana,biryani,veg_biryani,325,521.3,17.45,85.88,15.42,veg,fried,images/veg_biryani_7164.jpg
7166,Maharashtra,snack,samosa,107,298.3,5.55,33.72,15.29,veg,fried,images/samosa_7166.jpg
7167,West Bengal,sweet,rasgulla,95,161.92,4.04,31.8,1.76,veg,syrup,images/rasgulla_7167.jpg
7168,Odisha,sweet,chhena_poda,65,214.52,4.98,25.69,7.76,veg,baked,images/chhena_poda_7168.jpg
7169,West Bengal,sweet,rasgulla,152,263.32,6.11,51.05,3.05,veg,syrup,images/rasgulla_7169.jpg
7171,Punjab,curry,paneer_butter_masala,160,336.82,12.85,16.5,28.37,veg,gravy,images/paneer_butter_masala_7171.jpg
7172,West Bengal,sweet,rasgulla,79,131.23,3.25,28.51,1.64,veg,syrup,images/rasgulla_7172.jpg
7173,West Bengal,sweet,rasgulla,134,244.41,5.27,47.58,2.52,veg,syrup,images/rasgulla_7173.jpg
7176,West Bengal,sweet,rasgulla,90,157.74,3.71,30.52,1.88,veg,syrup,images/rasgulla_7176.jpg
7177,Tamil Nadu,idli,idli,84,85.6,2.48,19.34,0.82,veg,steamed,images/idli_7177.jpg
7178,West Bengal,sweet,rasgulla,131,240.9,4.86,47.18,2.77,veg,syrup,images/rasgulla_7178.jpg
7179,Maharashtra,snack,samosa,63,169.8,3.38,18.18,8.72,veg,fried,images/samosa_7179.jpg
7180,Maharashtra,snack,samosa,115,316.94,5.3,35.17,15.01,veg,fried,images/samosa_7180.jpg
7181,West Bengal,sweet,rasgulla,67,121.25,2.88,21.62,1.33,veg,syrup,images/rasgulla_7181.jpg
7184,Punjab,curry,paneer_butter_masala,200,470.72,15.55,20.6,36.57,veg,gravy,images/paneer_butter_masala_7184.jpg
7185,West Bengal,sweet,rasgulla,94,173.71,3.86,30.98,2.02,veg,syrup,images/rasgulla_7185.jpg
7186,Maharashtra,snack,samosa,81,196.81,4.32,24.03,11.76,veg,fried,images/samosa_7186.jpg
7188,Maharashtra,snack,samosa,135,350.94,6.99,37.73,19.92,veg,fried,images/samosa_7188.jpg
7189,Tamil Nadu,idli,idli,179,182.91,5.13,40.06,1.65,veg,steamed,images/idli_7189.jpg
7190,West Bengal,sweet,rasgulla,170,298.33,6.95,59.53,3.53,veg,syrup,images/rasgulla_7190.jpg
7191,Maharashtra,snack,samosa,105,254.74,5.18,30.48,14.01,veg,fried,images/samosa_7191.jpg
7193,Maharashtra,snack,samosa,70,176.99,3.78,21.77,10.41,veg,fried,images/samosa_7193.jpg
7194,Odisha,sweet,chhena_poda,152,476.74,11.23,59.18,18.6,veg,baked,images/chhena_poda_7194.jpg
7199,West Bengal,sweet,rasgulla,54,100.65,2.12,19.54,1.12,veg,syrup,images/rasgulla_7199.jpg
7200,Punjab,curry,butter_chicken,200,467.05,29.61,12.43,35.11,nonveg,gravy,images/butter_chicken_7200.jpg
7201,Maharashtra,snack,samosa,66,183.89,3.28,18.29,8.57,veg,fried,images/samosa_7201.jpg
7204,Odisha,rice,pakhala,246,206.45,4.84,48.76,1.3,veg,fermented,images/pakhala_7204.jpg
7206,Odisha,sweet,chhena_poda,140,458.04,11.45,59.87,18.04,veg,baked,images/chhena_poda_7206.jpg
7207,Tamil Nadu,dosa,masala_dosa,142,257.18,5.44,45.12,8.18,veg,fried,images/masala_dosa_7207.jpg
7208,Telangana,biryani,chicken_biryani,440,848.78,30.1,101.32,33.92,nonveg,fried,images/chicken_biryani_7208.jpg
7209,Punjab,curry,butter_chicken,248,604.54,34.75,14.34,47.69,nonveg,gravy,images/butter_chicken_7209.jpg
7210,Maharashtra,snack,samosa,116,321.27,5.4,36.54,14.95,veg,fried,images/samosa_7210.jpg
7211,West Bengal,sweet,rasgulla,104,192.49,3.92,38.17,1.96,veg,syrup,images/rasgulla_7211.jpg
7212,Tamil Nadu,idli,idli,110,119.3,3.29,24.3,1.18,veg,steamed,images/idli_7212.jpg
7215,Punjab,curry,butter_chicken,180,398.84,24.99,11.17,30.11,nonveg,gravy,images/butter_chicken_7215.jpg
7216,Punjab,curry,butter_chicken,235,597.11,35.42,13.29,45.38,nonveg,gravy,images/butter_chicken_7216.jpg
7218,Odisha,rice,pakhala,267,234.76,5.42,50.05,1.23,veg,fermented,images/pakhala_7218.jpg
7219,Telangana,biryani,chicken_biryani,243,426.86,17.87,60.2,17.98,nonveg,fried,images/chicken_biryani_7219.jpg
7220,Maharashtra,snack,samosa,148,363.72,6.92,43.58,21.39,veg,fried,images/samosa_7220.jpg
7221,Odisha,sweet,chhena_poda,169,515.12,12.86,70.25,19.39,veg,baked,images/chhena_poda_7221.jpg
7222,Tamil Nadu,dosa,masala_dosa,143,248.32,5.52,43.33,8.45,veg,fried,images/masala_dosa_7222.jpg
7223,Tamil Nadu,dosa,masala_dosa,123,223.43,4.85,38.84,6.96,veg,fried,images/masala_dosa_7223.jpg
7224,West Bengal,sweet,rasgulla,192,338.47,7.3,70.61,4.09,veg,syrup,images/rasgulla_7224.jpg
7225,Tamil Nadu,idli,idli,104,116.94,3.25,24.63,1.05,veg,steamed,images/idli_7225.jpg
7226,Punjab,curry,paneer_butter_masala,254,591.49,19.49,25.66,43.51,veg,gravy,images/paneer_butter_masala_7226.jpg
7228,Maharashtra,snack,samosa,150,397.57,7.44,47.04,20.42,veg,fried,images/samosa_7228.jpg
7229,West Bengal,sweet,rasgulla,186,322.47,7.12,68.08,3.89,veg,syrup,images/rasgulla_7229.jpg
7230,West Bengal,sweet,rasgulla,191,327.67,8.22,63.07,3.78,veg,syrup,images/rasgulla_7230.jpg
7237,Odisha,dal,dalma,107,137.28,5.58,19.76,2.99,veg,boiled,images/dalma_7237.jpg
7238,Maharashtra,snack,samosa,109,267.07,5.28,30.52,14.5,veg,fried,images/samosa_7238.jpg
7239,Maharashtra,snack,samosa,54,134.58,2.57,17.36,7.11,veg,fried,images/samosa_7239.jpg
7240,Punjab,curry,butter_chicken,275,696.52,39.75,17.2,50.24,nonveg,gravy,images/butter_chicken_7240.jpg
7241,Telangana,biryani,chicken_biryani,258,464.75,18.36,63.22,20.08,nonveg,fried,images/chicken_biryani_7241.jpg
7242,Tamil Nadu,idli,idli,132,141.4,4.11,30.68,1.25,veg,steamed,images/idli_7242.jpg
7243,West Bengal,sweet,rasgulla,93,171.74,3.66,33.2,1.88,veg,syrup,images/rasgulla_7243.jpg
7244,West Bengal,sweet,rasgulla,198,338.96,8.13,66.86,3.99,veg,syrup,images/rasgulla_7244.jpg
7245,Maharashtra,snack,samosa,52,137.85,2.6,15.42,6.8,veg,fried,images/samosa_7245.jpg
7246,Maharashtra,snack,samosa,73,197.42,3.47,21.54,9.68,veg,fried,images/samosa_7246.jpg
7247,Odisha,rice,pakhala,292,272.02,6.0,54.32,1.43,veg,fermented,images/pakhala_7247.jpg
7248,Tamil Nadu,dosa,masala_dosa,179,326.76,7.17,54.7,11.32,veg,fried,images/masala_dosa_7248.jpg
7251,West Bengal,sweet,rasgulla,82,137.04,3.11,29.84,1.62,veg,syrup,images/rasgulla_7251.jpg
7252,West Bengal,sweet,rasgulla,164,275.19,6.85,53.02,3.1,veg,syrup,images/rasgulla_7252.jpg
7253,Odisha,dal,dalma,152,183.43,7.49,28.82,4.87,veg,boiled,images/dalma_7253.jpg
7254,Maharashtra,snack,samosa,134,346.83,7.1,38.38,18.89,veg,fried,images/samosa_7254.jpg
7255,Telangana,biryani,veg_biryani,268,416.16,13.13,69.98,12.6,veg,fried,images/veg_biryani_7255.jpg
7256,West Bengal,sweet,rasgulla,128,231.67,5.04,44.13,2.38,veg,syrup,images/rasgulla_7256.jpg
7257,West Bengal,sweet,rasgulla,81,144.63,3.18,29.65,1.71,veg,syrup,images/rasgulla_7257.jpg
7258,Tamil Nadu,dosa,masala_dosa,134,216.36,5.01,40.5,8.57,veg,fried,images/masala_dosa_7258.jpg
7259,Maharashtra,snack,samosa,102,247.66,4.84,30.07,14.01,veg,fried,images/samosa_7259.jpg
7260,Tamil Nadu,idli,idli,178,184.11,5.7,40.8,1.78,veg,steamed,images/idli_7260.jpg
7261,Tamil Nadu,idli,idli,109,113.19,3.06,23.22,1.15,veg,steamed,images/idli_7261.jpg
7262,West Bengal,sweet,rasgulla,194,366.36,7.33,69.52,4.1,veg,syrup,images/rasgulla_7262.jpg
7265,Maharashtra,snack,samosa,77,199.33,3.68,24.21,10.27,veg,fried,images/samosa_7265.jpg
7266,Tamil Nadu,idli,idli,172,194.21,5.28,38.82,1.67,veg,steamed,images/idli_7266.jpg
7269,West Bengal,sweet,rasgulla,110,207.36,4.75,40.82,2.06,veg,syrup,images/rasgulla_7269.jpg
7270,West Bengal,sweet,rasgulla,172,327.29,6.5,59.83,3.18,veg,syrup,images/rasgulla_7270.jpg
7271,Tamil Nadu,idli,idli,143,160.18,4.34,31.61,1.35,veg,steamed,images/idli_7271.jpg
7272,Telangana,biryani,chicken_biryani,405,782.78,28.86,98.16,29.92,nonveg,fried,images/chicken_biryani_7272.jpg
7273,Odisha,dal,dalma,178,220.6,9.23,32.01,5.26,veg,boiled,images/dalma_7273.jpg
7275,West Bengal,sweet,rasgulla,97,169.75,3.95,35.9,1.82,veg,syrup,images/rasgulla_7275.jpg
7276,Odisha,dal,dalma,115,136.66,5.98,19.8,3.32,veg,boiled,images/dalma_7276.jpg
7277,Tamil Nadu,idli,idli,82,96.66,2.61,17.44,0.82,veg,steamed,images/idli_7277.jpg
7278,Punjab,curry,butter_chicken,152,380.68,23.8,8.49,27.54,nonveg,gravy,images/butter_chicken_7278.jpg
7279,Maharashtra,snack,samosa,121,291.42,5.63,33.5,16.48,veg,fried,images/samosa_7279.jpg
7280,Maharashtra,snack,samosa,83,229.09,4.15,23.83,10.89,veg,fried,images/samosa_7280.jpg
7281,Punjab,curry,paneer_butter_masala,173,373.11,13.87,18.62,29.19,veg,gravy,images/paneer_butter_masala_7281.jpg
7282,West Bengal,sweet,rasgulla,173,310.5,6.79,62.75,3.23,veg,syrup,images/rasgulla_7282.jpg
7283,Odisha,dal,dalma,183,224.33,9.63,33.1,5.24,veg,boiled,images/dalma_7283.jpg
7284,West Bengal,sweet,rasgulla,115,190.63,4.89,37.66,2.26,veg,syrup,images/rasgulla_7284.jpg
7285,Punjab,curry,paneer_butter_masala,192,430.14,14.89,18.13,33.96,veg,gravy,images/paneer_butter_masala_7285.jpg
7286,Punjab,curry,paneer_butter_masala,159,354.41,13.01,16.3,28.05,veg,gravy,images/paneer_butter_masala_7286.jpg
7288,West Bengal,sweet,rasgulla,55,102.01,2.25,18.11,1.13,veg,syrup,images/rasgulla_7288.jpg
7289,Maharashtra,snack,samosa,78,209.78,4.18,22.86,11.45,veg,fried,images/samosa_7289.jpg
7290,West Bengal,sweet,rasgulla,185,347.8,6.82,62.37,3.53,veg,syrup,images/rasgulla_7290.jpg
7291,Odisha,rice,pakhala,153,136.67,2.91,28.4,0.75,veg,fermented,images/pakhala_7291.jpg
7293,Odisha,rice,pakhala,280,232.88,6.03,52.32,1.37,veg,fermented,images/pakhala_7293.jpg
7294,Punjab,curry,butter_chicken,294,686.6,40.87,17.07,50.62,nonveg,gravy,images/butter_chicken_7294.jpg
7296,Tamil Nadu,dosa,masala_dosa,131,230.21,5.48,40.86,8.3,veg,fried,images/masala_dosa_7296.jpg
7297,West Bengal,sweet,rasgulla,151,266.14,6.29,51.69,3.14,veg,syrup,images/rasgulla_7297.jpg
7298,Maharashtra,snack,samosa,148,368.89,7.64,45.89,20.96,veg,fried,images/samosa_7298.jpg
7299,West Bengal,sweet,rasgulla,144,278.61,5.53,51.12,2.74,veg,syrup,images/rasgulla_7299.jpg
7301,Maharashtra,snack,samosa,96,240.18,4.92,29.76,12.63,veg,fried,images/samosa_7301.jpg
7302,Maharashtra,snack,samosa,73,194.93,3.48,21.06,9.86,veg,fried,images/samosa_7302.jpg
7303,Punjab,curry,paneer_butter_masala,243,529.71,20.07,23.28,42.71,veg,gravy,images/paneer_butter_masala_7303.jpg
7304,West Bengal,sweet,rasgulla,87,149.28,3.39,30.08,1.74,veg,syrup,images/rasgulla_7304.jpg
7305,Odisha,rice,pakhala,249,223.56,4.89,49.99,1.18,veg,fermented,images/pakhala_7305.jpg
7307,Maharashtra,snack,samosa,126,306.65,6.5,38.0,16.84,veg,fried,images/samosa_7307.jpg
7308,West Bengal,sweet,rasgulla,150,272.35,6.47,51.55,2.97,veg,syrup,images/rasgulla_7308.jpg
7310,Punjab,curry,butter_chicken,156,370.15,24.19,9.88,28.26,nonveg,gravy,images/butter_chicken_7310.jpg
7312,Telangana,biryani,chicken_biryani,218,413.77,14.42,50.19,17.86,nonveg,fried,images/chicken_biryani_7312.jpg
7314,Punjab,curry,paneer_butter_masala,249,551.22,18.39,25.64,44.96,veg,gravy,images/paneer_butter_masala_7314.jpg
7315,Maharashtra,snack,samosa,69,175.46,3.47,19.05,9.32,veg,fried,images/samosa_7315.jpg
7316,Odisha,rice,pakhala,272,241.07,5.53,57.41,1.37,veg,fermented,images/pakhala_7316.jpg
7317,Odisha,sweet,chhena_poda,164,493.07,13.22,61.57,18.93,veg,baked,images/chhena_poda_7317.jpg
7318,West Bengal,sweet,rasgulla,140,263.8,5.31,45.43,2.79,veg,syrup,images/rasgulla_7318.jpg
7319,Tamil Nadu,idli,idli,126,145.79,4.06,29.32,1.25,veg,steamed,images/idli_7319.jpg
7320,West Bengal,sweet,rasgulla,175,314.35,7.3,57.33,3.67,veg,syrup,images/rasgulla_7320.jpg
7321,West Bengal,sweet,rasgulla,156,276.56,5.97,52.06,3.19,veg,syrup,images/rasgulla_7321.jpg
7322,Punjab,curry,butter_chicken,284,650.53,41.77,17.99,47.74,nonveg,gravy,images/butter_chicken_7322.jpg
7324,Odisha,rice,pakhala,189,178.81,3.5,36.92,0.98,veg,fermented,images/pakhala_7324.jpg
7325,Odisha,rice,pakhala,267,240.4,5.7,57.12,1.38,veg,fermented,images/pakhala_7325.jpg
7326,Tamil Nadu,idli,idli,135,148.64,4.05,30.89,1.36,veg,steamed,images/idli_7326.jpg
7327,West Bengal,sweet,rasgulla,122,225.11,4.74,44.21,2.5,veg,syrup,images/rasgulla_7327.jpg
7329,Maharashtra,snack,samosa,130,362.38,6.05,38.42,17.96,veg,fried,images/samosa_7329.jpg
7330,Odisha,sweet,chhena_poda,175,548.0,15.12,65.31,21.05,veg,baked,images/chhena_poda_7330.jpg
7331,West Bengal,sweet,rasgulla,58,109.82,2.29,20.02,1.23,veg,syrup,images/rasgulla_7331.jpg
7333,Maharashtra,snack,samosa,134,342.18,6.73,39.62,19.53,veg,fried,images/samosa_7333.jpg
7334,West Bengal,sweet,rasgulla,119,226.08,4.55,44.09,2.28,veg,syrup,images/rasgulla_7334.jpg
7335,West Bengal,sweet,rasgulla,73,135.11,2.99,27.0,1.39,veg,syrup,images/rasgulla_7335.jpg
7336,Odisha,rice,pakhala,218,200.61,4.04,40.26,1.02,veg,fermented,images/pakhala_7336.jpg
7338,Tamil Nadu,idli,idli,88,90.27,2.6,20.75,0.94,veg,steamed,images/idli_7338.jpg
7339,Odisha,sweet,chhena_poda,109,358.9,9.3,43.22,14.09,veg,baked,images/chhena_poda_7339.jpg
7341,Odisha,dal,dalma,243,291.28,11.47,44.48,6.9,veg,boiled,images/dalma_7341.jpg
7342,Tamil Nadu,idli,idli,112,123.93,3.49,23.65,1.17,veg,steamed,images/idli_7342.jpg
7343,Tamil Nadu,dosa,masala_dosa,226,398.13,8.45,69.6,13.53,veg,fried,images/masala_dosa_7343.jpg
7344,West Bengal,sweet,rasgulla,55,95.15,2.37,18.3,1.04,veg,syrup,images/rasgulla_7344.jpg
7345,Maharashtra,snack,samosa,149,365.24,6.85,42.87,22.39,veg,fried,images/samosa_7345.jpg
7346,Punjab,curry,butter_chicken,236,557.8,32.99,15.11,41.24,nonveg,gravy,images/butter_chicken_7346.jpg
7347,West Bengal,sweet,rasgulla,61,101.45,2.25,22.83,1.16,veg,syrup,images/rasgulla_7347.jpg
7348,Maharashtra,snack,samosa,128,313.94,6.53,39.0,18.39,veg,fried,images/samosa_7348.jpg
7349,Maharashtra,snack,samosa,71,174.94,3.33,20.87,9.94,veg,fried,images/samosa_7349.jpg
7350,Odisha,dal,dalma,108,137.34,5.36,19.63,3.3,veg,boiled,images/dalma_7350.jpg
7351,Tamil Nadu,dosa,masala_dosa,165,301.32,6.3,52.87,9.33,veg,fried,images/masala_dosa_7351.jpg
7352,Tamil Nadu,idli,idli,156,166.39,4.48,32.38,1.51,veg,steamed,images/idli_7352.jpg
7353,Tamil Nadu,idli,idli,197,202.99,5.47,41.49,2.04,veg,steamed,images/idli_7353.jpg
7354,Punjab,curry,paneer_butter_masala,155,361.67,12.01,16.7,29.68,veg,gravy,images/paneer_butter_masala_7354.jpg
7355,Odisha,dal,dalma,215,238.41,10.88,37.95,6.34,veg,boiled,images/dalma_7355.jpg
7356,Tamil Nadu,idli,idli,148,170.19,4.43,34.97,1.5,veg,steamed,images/idli_7356.jpg
